OBJECTID,lattitude,longitude,lat&long
2825,23.80818763,90.37210164,"'23.80818763,90.37210164'"
2826,23.80818763,90.37390364,"'23.80818763,90.37390364'"
2827,23.80818763,90.37570564,"'23.80818763,90.37570564'"
2828,23.80818763,90.37750764,"'23.80818763,90.37750764'"
2829,23.80818763,90.37930964,"'23.80818763,90.37930964'"
2830,23.80818763,90.38111164,"'23.80818763,90.38111164'"
2831,23.80818763,90.38291364,"'23.80818763,90.38291364'"
2832,23.80818763,90.38471564,"'23.80818763,90.38471564'"
2833,23.80818763,90.38651764,"'23.80818763,90.38651764'"
2834,23.80818763,90.38831964,"'23.80818763,90.38831964'"
2835,23.80818763,90.39012164,"'23.80818763,90.39012164'"
2836,23.80818763,90.39192364,"'23.80818763,90.39192364'"
2837,23.80818763,90.39372564,"'23.80818763,90.39372564'"
2838,23.80818763,90.39552764,"'23.80818763,90.39552764'"
2839,23.80818763,90.39732964,"'23.80818763,90.39732964'"
2840,23.80818763,90.39913164,"'23.80818763,90.39913164'"
2841,23.80818763,90.40093364,"'23.80818763,90.40093364'"
2842,23.80818763,90.40273564,"'23.80818763,90.40273564'"
2843,23.80818763,90.40453764,"'23.80818763,90.40453764'"
2844,23.80818763,90.40633964,"'23.80818763,90.40633964'"
2845,23.80818763,90.40814164,"'23.80818763,90.40814164'"
2846,23.80818763,90.40994364,"'23.80818763,90.40994364'"
2847,23.80818763,90.41174564,"'23.80818763,90.41174564'"
2848,23.80818763,90.41354764,"'23.80818763,90.41354764'"
2849,23.80818763,90.41534964,"'23.80818763,90.41534964'"
2850,23.80818763,90.41715164,"'23.80818763,90.41715164'"
2851,23.80818763,90.41895364,"'23.80818763,90.41895364'"
2852,23.80818763,90.42075564,"'23.80818763,90.42075564'"
2853,23.80818763,90.42255764,"'23.80818763,90.42255764'"
2854,23.80818763,90.42435964,"'23.80818763,90.42435964'"
2855,23.80818763,90.42616164,"'23.80818763,90.42616164'"
2856,23.80818763,90.42796364,"'23.80818763,90.42796364'"
2857,23.80998963,90.33966564,"'23.80998963,90.33966564'"
2858,23.80998963,90.34146764,"'23.80998963,90.34146764'"
2859,23.80998963,90.34326964,"'23.80998963,90.34326964'"
2860,23.80998963,90.34507164,"'23.80998963,90.34507164'"
2861,23.80998963,90.34687364,"'23.80998963,90.34687364'"
2862,23.80998963,90.34867564,"'23.80998963,90.34867564'"
2863,23.80998963,90.35047764,"'23.80998963,90.35047764'"
2864,23.80998963,90.35227964,"'23.80998963,90.35227964'"
2865,23.80998963,90.35408164,"'23.80998963,90.35408164'"
2866,23.80998963,90.35588364,"'23.80998963,90.35588364'"
2867,23.80998963,90.35768564,"'23.80998963,90.35768564'"
2868,23.80998963,90.35948764,"'23.80998963,90.35948764'"
2869,23.80998963,90.36128964,"'23.80998963,90.36128964'"
2870,23.80998963,90.36309164,"'23.80998963,90.36309164'"
2871,23.80998963,90.36489364,"'23.80998963,90.36489364'"
2872,23.80998963,90.36669564,"'23.80998963,90.36669564'"
2873,23.80998963,90.36849764,"'23.80998963,90.36849764'"
2874,23.80998963,90.37029964,"'23.80998963,90.37029964'"
2875,23.80998963,90.37210164,"'23.80998963,90.37210164'"
2876,23.80998963,90.37390364,"'23.80998963,90.37390364'"
2877,23.80998963,90.37570564,"'23.80998963,90.37570564'"
2878,23.80998963,90.37750764,"'23.80998963,90.37750764'"
2879,23.80998963,90.37930964,"'23.80998963,90.37930964'"
2880,23.80998963,90.38111164,"'23.80998963,90.38111164'"
2881,23.80998963,90.38291364,"'23.80998963,90.38291364'"
2882,23.80998963,90.38471564,"'23.80998963,90.38471564'"
2883,23.80998963,90.38651764,"'23.80998963,90.38651764'"
2884,23.80998963,90.38831964,"'23.80998963,90.38831964'"
2885,23.80998963,90.39012164,"'23.80998963,90.39012164'"
2886,23.80998963,90.39192364,"'23.80998963,90.39192364'"
2887,23.80998963,90.39372564,"'23.80998963,90.39372564'"
2888,23.80998963,90.39552764,"'23.80998963,90.39552764'"
2889,23.80998963,90.39732964,"'23.80998963,90.39732964'"
2890,23.80998963,90.39913164,"'23.80998963,90.39913164'"
2891,23.80998963,90.40093364,"'23.80998963,90.40093364'"
2892,23.80998963,90.40273564,"'23.80998963,90.40273564'"
2893,23.80998963,90.40453764,"'23.80998963,90.40453764'"
2894,23.80998963,90.40633964,"'23.80998963,90.40633964'"
2895,23.80998963,90.40814164,"'23.80998963,90.40814164'"
2896,23.80998963,90.40994364,"'23.80998963,90.40994364'"
2897,23.80998963,90.41174564,"'23.80998963,90.41174564'"
2898,23.80998963,90.41354764,"'23.80998963,90.41354764'"
2899,23.80998963,90.41534964,"'23.80998963,90.41534964'"
2900,23.80998963,90.41715164,"'23.80998963,90.41715164'"
2901,23.80998963,90.41895364,"'23.80998963,90.41895364'"
2902,23.80998963,90.42075564,"'23.80998963,90.42075564'"
2903,23.80998963,90.42255764,"'23.80998963,90.42255764'"
2904,23.80998963,90.42435964,"'23.80998963,90.42435964'"
2905,23.80998963,90.42616164,"'23.80998963,90.42616164'"
2906,23.80998963,90.42796364,"'23.80998963,90.42796364'"
2907,23.81179163,90.33966564,"'23.81179163,90.33966564'"
2908,23.81179163,90.34146764,"'23.81179163,90.34146764'"
2909,23.81179163,90.34326964,"'23.81179163,90.34326964'"
2910,23.81179163,90.34507164,"'23.81179163,90.34507164'"
2911,23.81179163,90.34687364,"'23.81179163,90.34687364'"
2912,23.81179163,90.34867564,"'23.81179163,90.34867564'"
2913,23.81179163,90.35047764,"'23.81179163,90.35047764'"
2914,23.81179163,90.35227964,"'23.81179163,90.35227964'"
2915,23.81179163,90.35408164,"'23.81179163,90.35408164'"
2916,23.81179163,90.35588364,"'23.81179163,90.35588364'"
2917,23.81179163,90.35768564,"'23.81179163,90.35768564'"
2918,23.81179163,90.35948764,"'23.81179163,90.35948764'"
2919,23.81179163,90.36128964,"'23.81179163,90.36128964'"
2920,23.81179163,90.36309164,"'23.81179163,90.36309164'"
2921,23.81179163,90.36489364,"'23.81179163,90.36489364'"
2922,23.81179163,90.36669564,"'23.81179163,90.36669564'"
2923,23.81179163,90.36849764,"'23.81179163,90.36849764'"
2924,23.81179163,90.37029964,"'23.81179163,90.37029964'"
2925,23.81179163,90.37210164,"'23.81179163,90.37210164'"
2926,23.81179163,90.37390364,"'23.81179163,90.37390364'"
2927,23.81179163,90.37570564,"'23.81179163,90.37570564'"
2928,23.81179163,90.37750764,"'23.81179163,90.37750764'"
2929,23.81179163,90.37930964,"'23.81179163,90.37930964'"
2930,23.81179163,90.38111164,"'23.81179163,90.38111164'"
2931,23.81179163,90.38291364,"'23.81179163,90.38291364'"
2932,23.81179163,90.38471564,"'23.81179163,90.38471564'"
2933,23.81179163,90.38651764,"'23.81179163,90.38651764'"
2934,23.81179163,90.38831964,"'23.81179163,90.38831964'"
2935,23.81179163,90.39012164,"'23.81179163,90.39012164'"
2936,23.81179163,90.39192364,"'23.81179163,90.39192364'"
2937,23.81179163,90.39372564,"'23.81179163,90.39372564'"
2938,23.81179163,90.39552764,"'23.81179163,90.39552764'"
2939,23.81179163,90.39732964,"'23.81179163,90.39732964'"
2940,23.81179163,90.39913164,"'23.81179163,90.39913164'"
2941,23.81179163,90.40093364,"'23.81179163,90.40093364'"
2942,23.81179163,90.40273564,"'23.81179163,90.40273564'"
2943,23.81179163,90.40453764,"'23.81179163,90.40453764'"
2944,23.81179163,90.40633964,"'23.81179163,90.40633964'"
2945,23.81179163,90.40814164,"'23.81179163,90.40814164'"
2946,23.81179163,90.40994364,"'23.81179163,90.40994364'"
2947,23.81179163,90.41174564,"'23.81179163,90.41174564'"
2948,23.81179163,90.41354764,"'23.81179163,90.41354764'"
2949,23.81179163,90.41534964,"'23.81179163,90.41534964'"
2950,23.81179163,90.41715164,"'23.81179163,90.41715164'"
2951,23.81179163,90.41895364,"'23.81179163,90.41895364'"
2952,23.81179163,90.42075564,"'23.81179163,90.42075564'"
2953,23.81179163,90.42255764,"'23.81179163,90.42255764'"
2954,23.81179163,90.42435964,"'23.81179163,90.42435964'"
2955,23.81179163,90.42616164,"'23.81179163,90.42616164'"
2956,23.81179163,90.42796364,"'23.81179163,90.42796364'"
2957,23.81359363,90.33966564,"'23.81359363,90.33966564'"
2958,23.81359363,90.34146764,"'23.81359363,90.34146764'"
2959,23.81359363,90.34326964,"'23.81359363,90.34326964'"
2960,23.81359363,90.34507164,"'23.81359363,90.34507164'"
2961,23.81359363,90.34687364,"'23.81359363,90.34687364'"
2962,23.81359363,90.34867564,"'23.81359363,90.34867564'"
2963,23.81359363,90.35047764,"'23.81359363,90.35047764'"
2964,23.81359363,90.35227964,"'23.81359363,90.35227964'"
2965,23.81359363,90.35408164,"'23.81359363,90.35408164'"
2966,23.81359363,90.35588364,"'23.81359363,90.35588364'"
2967,23.81359363,90.35768564,"'23.81359363,90.35768564'"
2968,23.81359363,90.35948764,"'23.81359363,90.35948764'"
2969,23.81359363,90.36128964,"'23.81359363,90.36128964'"
2970,23.81359363,90.36309164,"'23.81359363,90.36309164'"
2971,23.81359363,90.36489364,"'23.81359363,90.36489364'"
2972,23.81359363,90.36669564,"'23.81359363,90.36669564'"
2973,23.81359363,90.36849764,"'23.81359363,90.36849764'"
2974,23.81359363,90.37029964,"'23.81359363,90.37029964'"
2975,23.81359363,90.37210164,"'23.81359363,90.37210164'"
2976,23.81359363,90.37390364,"'23.81359363,90.37390364'"
2977,23.81359363,90.37570564,"'23.81359363,90.37570564'"
2978,23.81359363,90.37750764,"'23.81359363,90.37750764'"
2979,23.81359363,90.37930964,"'23.81359363,90.37930964'"
2980,23.81359363,90.38111164,"'23.81359363,90.38111164'"
2981,23.81359363,90.38291364,"'23.81359363,90.38291364'"
2982,23.81359363,90.38471564,"'23.81359363,90.38471564'"
2983,23.81359363,90.38651764,"'23.81359363,90.38651764'"
2984,23.81359363,90.38831964,"'23.81359363,90.38831964'"
2985,23.81359363,90.39012164,"'23.81359363,90.39012164'"
2986,23.81359363,90.39192364,"'23.81359363,90.39192364'"
2987,23.81359363,90.39372564,"'23.81359363,90.39372564'"
2988,23.81359363,90.39552764,"'23.81359363,90.39552764'"
2989,23.81359363,90.39732964,"'23.81359363,90.39732964'"
2990,23.81359363,90.39913164,"'23.81359363,90.39913164'"
2991,23.81359363,90.40093364,"'23.81359363,90.40093364'"
2992,23.81359363,90.40273564,"'23.81359363,90.40273564'"
2993,23.81359363,90.40453764,"'23.81359363,90.40453764'"
2994,23.81359363,90.40633964,"'23.81359363,90.40633964'"
2995,23.81359363,90.40814164,"'23.81359363,90.40814164'"
2996,23.81359363,90.40994364,"'23.81359363,90.40994364'"
2997,23.81359363,90.41174564,"'23.81359363,90.41174564'"
2998,23.81359363,90.41354764,"'23.81359363,90.41354764'"
2999,23.81359363,90.41534964,"'23.81359363,90.41534964'"
3000,23.81359363,90.41715164,"'23.81359363,90.41715164'"
3001,23.81359363,90.41895364,"'23.81359363,90.41895364'"
3002,23.81359363,90.42075564,"'23.81359363,90.42075564'"
3003,23.81359363,90.42255764,"'23.81359363,90.42255764'"
3004,23.81359363,90.42435964,"'23.81359363,90.42435964'"
3005,23.81359363,90.42616164,"'23.81359363,90.42616164'"
3006,23.81359363,90.42796364,"'23.81359363,90.42796364'"
3007,23.81359363,90.42976564,"'23.81359363,90.42976564'"
3008,23.81539563,90.34146764,"'23.81539563,90.34146764'"
3009,23.81539563,90.34326964,"'23.81539563,90.34326964'"
3010,23.81539563,90.34507164,"'23.81539563,90.34507164'"
3011,23.81539563,90.34687364,"'23.81539563,90.34687364'"
3012,23.81539563,90.34867564,"'23.81539563,90.34867564'"
3013,23.81539563,90.35047764,"'23.81539563,90.35047764'"
3014,23.81539563,90.35227964,"'23.81539563,90.35227964'"
3015,23.81539563,90.35408164,"'23.81539563,90.35408164'"
3016,23.81539563,90.35588364,"'23.81539563,90.35588364'"
3017,23.81539563,90.35768564,"'23.81539563,90.35768564'"
3018,23.81539563,90.35948764,"'23.81539563,90.35948764'"
3019,23.81539563,90.36128964,"'23.81539563,90.36128964'"
3020,23.81539563,90.36309164,"'23.81539563,90.36309164'"
3021,23.81539563,90.36489364,"'23.81539563,90.36489364'"
3022,23.81539563,90.36669564,"'23.81539563,90.36669564'"
3023,23.81539563,90.36849764,"'23.81539563,90.36849764'"
3024,23.81539563,90.37029964,"'23.81539563,90.37029964'"
3025,23.81539563,90.37210164,"'23.81539563,90.37210164'"
3026,23.81539563,90.37390364,"'23.81539563,90.37390364'"
3027,23.81539563,90.37570564,"'23.81539563,90.37570564'"
3028,23.81539563,90.37750764,"'23.81539563,90.37750764'"
3029,23.81539563,90.37930964,"'23.81539563,90.37930964'"
3030,23.81539563,90.38111164,"'23.81539563,90.38111164'"
3031,23.81539563,90.38291364,"'23.81539563,90.38291364'"
3032,23.81539563,90.38471564,"'23.81539563,90.38471564'"
3033,23.81539563,90.38651764,"'23.81539563,90.38651764'"
3034,23.81539563,90.38831964,"'23.81539563,90.38831964'"
3035,23.81539563,90.39012164,"'23.81539563,90.39012164'"
3036,23.81539563,90.39192364,"'23.81539563,90.39192364'"
3037,23.81539563,90.39372564,"'23.81539563,90.39372564'"
3038,23.81539563,90.39552764,"'23.81539563,90.39552764'"
3039,23.81539563,90.39732964,"'23.81539563,90.39732964'"
3040,23.81539563,90.39913164,"'23.81539563,90.39913164'"
3041,23.81539563,90.40093364,"'23.81539563,90.40093364'"
3042,23.81539563,90.40273564,"'23.81539563,90.40273564'"
3043,23.81539563,90.40453764,"'23.81539563,90.40453764'"
3044,23.81539563,90.40633964,"'23.81539563,90.40633964'"
3045,23.81539563,90.40814164,"'23.81539563,90.40814164'"
3046,23.81539563,90.40994364,"'23.81539563,90.40994364'"
3047,23.81539563,90.41174564,"'23.81539563,90.41174564'"
3048,23.81539563,90.41354764,"'23.81539563,90.41354764'"
3049,23.81539563,90.41534964,"'23.81539563,90.41534964'"
3050,23.81539563,90.41715164,"'23.81539563,90.41715164'"
3051,23.81539563,90.41895364,"'23.81539563,90.41895364'"
3052,23.81539563,90.42075564,"'23.81539563,90.42075564'"
3053,23.81539563,90.42255764,"'23.81539563,90.42255764'"
3054,23.81539563,90.42435964,"'23.81539563,90.42435964'"
3055,23.81539563,90.42616164,"'23.81539563,90.42616164'"
3056,23.81539563,90.42796364,"'23.81539563,90.42796364'"
3057,23.81539563,90.42976564,"'23.81539563,90.42976564'"
3058,23.81539563,90.43156764,"'23.81539563,90.43156764'"
3059,23.81719763,90.34146764,"'23.81719763,90.34146764'"
3060,23.81719763,90.34326964,"'23.81719763,90.34326964'"
3061,23.81719763,90.34507164,"'23.81719763,90.34507164'"
3062,23.81719763,90.34687364,"'23.81719763,90.34687364'"
3063,23.81719763,90.34867564,"'23.81719763,90.34867564'"
3064,23.81719763,90.35047764,"'23.81719763,90.35047764'"
3065,23.81719763,90.35227964,"'23.81719763,90.35227964'"
3066,23.81719763,90.35408164,"'23.81719763,90.35408164'"
3067,23.81719763,90.35588364,"'23.81719763,90.35588364'"
3068,23.81719763,90.35768564,"'23.81719763,90.35768564'"
3069,23.81719763,90.35948764,"'23.81719763,90.35948764'"
3070,23.81719763,90.36128964,"'23.81719763,90.36128964'"
3071,23.81719763,90.36309164,"'23.81719763,90.36309164'"
3072,23.81719763,90.36489364,"'23.81719763,90.36489364'"
3073,23.81719763,90.36669564,"'23.81719763,90.36669564'"
3074,23.81719763,90.36849764,"'23.81719763,90.36849764'"
3075,23.81719763,90.37029964,"'23.81719763,90.37029964'"
3076,23.81719763,90.37210164,"'23.81719763,90.37210164'"
3077,23.81719763,90.37390364,"'23.81719763,90.37390364'"
3078,23.81719763,90.37570564,"'23.81719763,90.37570564'"
3079,23.81719763,90.37750764,"'23.81719763,90.37750764'"
3080,23.81719763,90.37930964,"'23.81719763,90.37930964'"
3081,23.81719763,90.38111164,"'23.81719763,90.38111164'"
3082,23.81719763,90.38291364,"'23.81719763,90.38291364'"
3083,23.81719763,90.38471564,"'23.81719763,90.38471564'"
3084,23.81719763,90.38651764,"'23.81719763,90.38651764'"
3085,23.81719763,90.38831964,"'23.81719763,90.38831964'"
3086,23.81719763,90.39012164,"'23.81719763,90.39012164'"
3087,23.81719763,90.39192364,"'23.81719763,90.39192364'"
3088,23.81719763,90.39372564,"'23.81719763,90.39372564'"
3089,23.81719763,90.39552764,"'23.81719763,90.39552764'"
3090,23.81719763,90.39732964,"'23.81719763,90.39732964'"
3091,23.81719763,90.39913164,"'23.81719763,90.39913164'"
3092,23.81719763,90.40093364,"'23.81719763,90.40093364'"
3093,23.81719763,90.40273564,"'23.81719763,90.40273564'"
3094,23.81719763,90.40453764,"'23.81719763,90.40453764'"
3095,23.81719763,90.40633964,"'23.81719763,90.40633964'"
3096,23.81719763,90.40814164,"'23.81719763,90.40814164'"
3097,23.81719763,90.40994364,"'23.81719763,90.40994364'"
3098,23.81719763,90.41174564,"'23.81719763,90.41174564'"
3099,23.81719763,90.41354764,"'23.81719763,90.41354764'"
3100,23.81719763,90.41534964,"'23.81719763,90.41534964'"
3101,23.81719763,90.41715164,"'23.81719763,90.41715164'"
3102,23.81719763,90.41895364,"'23.81719763,90.41895364'"
3103,23.81719763,90.42075564,"'23.81719763,90.42075564'"
3104,23.81719763,90.42255764,"'23.81719763,90.42255764'"
3105,23.81719763,90.42435964,"'23.81719763,90.42435964'"
3106,23.81719763,90.42616164,"'23.81719763,90.42616164'"
3107,23.81719763,90.42796364,"'23.81719763,90.42796364'"
3108,23.81719763,90.42976564,"'23.81719763,90.42976564'"
3109,23.81719763,90.43156764,"'23.81719763,90.43156764'"
3110,23.81719763,90.43336964,"'23.81719763,90.43336964'"
3111,23.81899963,90.33606164,"'23.81899963,90.33606164'"
3112,23.81899963,90.33786364,"'23.81899963,90.33786364'"
3113,23.81899963,90.33966564,"'23.81899963,90.33966564'"
3114,23.81899963,90.34146764,"'23.81899963,90.34146764'"
3115,23.81899963,90.34326964,"'23.81899963,90.34326964'"
3116,23.81899963,90.34507164,"'23.81899963,90.34507164'"
3117,23.81899963,90.34687364,"'23.81899963,90.34687364'"
3118,23.81899963,90.34867564,"'23.81899963,90.34867564'"
3119,23.81899963,90.35047764,"'23.81899963,90.35047764'"
3120,23.81899963,90.35227964,"'23.81899963,90.35227964'"
3121,23.81899963,90.35408164,"'23.81899963,90.35408164'"
3122,23.81899963,90.35588364,"'23.81899963,90.35588364'"
3123,23.81899963,90.35768564,"'23.81899963,90.35768564'"
3124,23.81899963,90.35948764,"'23.81899963,90.35948764'"
3125,23.81899963,90.36128964,"'23.81899963,90.36128964'"
3126,23.81899963,90.36309164,"'23.81899963,90.36309164'"
3127,23.81899963,90.36489364,"'23.81899963,90.36489364'"
3128,23.81899963,90.36669564,"'23.81899963,90.36669564'"
3129,23.81899963,90.36849764,"'23.81899963,90.36849764'"
3130,23.81899963,90.37029964,"'23.81899963,90.37029964'"
3131,23.81899963,90.37210164,"'23.81899963,90.37210164'"
3132,23.81899963,90.37390364,"'23.81899963,90.37390364'"
3133,23.81899963,90.37570564,"'23.81899963,90.37570564'"
3134,23.81899963,90.37750764,"'23.81899963,90.37750764'"
3135,23.81899963,90.37930964,"'23.81899963,90.37930964'"
3136,23.81899963,90.38111164,"'23.81899963,90.38111164'"
3137,23.81899963,90.38291364,"'23.81899963,90.38291364'"
3138,23.81899963,90.38471564,"'23.81899963,90.38471564'"
3139,23.81899963,90.38651764,"'23.81899963,90.38651764'"
3140,23.81899963,90.38831964,"'23.81899963,90.38831964'"
3141,23.81899963,90.39012164,"'23.81899963,90.39012164'"
3142,23.81899963,90.39192364,"'23.81899963,90.39192364'"
3143,23.81899963,90.39372564,"'23.81899963,90.39372564'"
3144,23.81899963,90.39552764,"'23.81899963,90.39552764'"
3145,23.81899963,90.39732964,"'23.81899963,90.39732964'"
3146,23.81899963,90.39913164,"'23.81899963,90.39913164'"
3147,23.81899963,90.40093364,"'23.81899963,90.40093364'"
3148,23.81899963,90.40273564,"'23.81899963,90.40273564'"
3149,23.81899963,90.40453764,"'23.81899963,90.40453764'"
3150,23.81899963,90.40633964,"'23.81899963,90.40633964'"
3151,23.81899963,90.40814164,"'23.81899963,90.40814164'"
3152,23.81899963,90.40994364,"'23.81899963,90.40994364'"
3153,23.81899963,90.41174564,"'23.81899963,90.41174564'"
3154,23.81899963,90.41354764,"'23.81899963,90.41354764'"
3155,23.81899963,90.41534964,"'23.81899963,90.41534964'"
3156,23.81899963,90.41715164,"'23.81899963,90.41715164'"
3157,23.81899963,90.41895364,"'23.81899963,90.41895364'"
3158,23.81899963,90.42075564,"'23.81899963,90.42075564'"
3159,23.81899963,90.42255764,"'23.81899963,90.42255764'"
3160,23.81899963,90.42435964,"'23.81899963,90.42435964'"
3161,23.81899963,90.42616164,"'23.81899963,90.42616164'"
3162,23.81899963,90.42796364,"'23.81899963,90.42796364'"
3163,23.81899963,90.42976564,"'23.81899963,90.42976564'"
3164,23.81899963,90.43156764,"'23.81899963,90.43156764'"
3165,23.81899963,90.43336964,"'23.81899963,90.43336964'"
3166,23.82080163,90.33606164,"'23.82080163,90.33606164'"
3167,23.82080163,90.33786364,"'23.82080163,90.33786364'"
3168,23.82080163,90.33966564,"'23.82080163,90.33966564'"
3169,23.82080163,90.34146764,"'23.82080163,90.34146764'"
3170,23.82080163,90.34326964,"'23.82080163,90.34326964'"
3171,23.82080163,90.34507164,"'23.82080163,90.34507164'"
3172,23.82080163,90.34687364,"'23.82080163,90.34687364'"
3173,23.82080163,90.34867564,"'23.82080163,90.34867564'"
3174,23.82080163,90.35047764,"'23.82080163,90.35047764'"
3175,23.82080163,90.35227964,"'23.82080163,90.35227964'"
3176,23.82080163,90.35408164,"'23.82080163,90.35408164'"
3177,23.82080163,90.35588364,"'23.82080163,90.35588364'"
3178,23.82080163,90.35768564,"'23.82080163,90.35768564'"
3179,23.82080163,90.35948764,"'23.82080163,90.35948764'"
3180,23.82080163,90.36128964,"'23.82080163,90.36128964'"
3181,23.82080163,90.36309164,"'23.82080163,90.36309164'"
3182,23.82080163,90.36489364,"'23.82080163,90.36489364'"
3183,23.82080163,90.36669564,"'23.82080163,90.36669564'"
3184,23.82080163,90.36849764,"'23.82080163,90.36849764'"
3185,23.82080163,90.37029964,"'23.82080163,90.37029964'"
3186,23.82080163,90.37210164,"'23.82080163,90.37210164'"
3187,23.82080163,90.37390364,"'23.82080163,90.37390364'"
3188,23.82080163,90.37570564,"'23.82080163,90.37570564'"
3189,23.82080163,90.37750764,"'23.82080163,90.37750764'"
3190,23.82080163,90.37930964,"'23.82080163,90.37930964'"
3191,23.82080163,90.38111164,"'23.82080163,90.38111164'"
3192,23.82080163,90.38291364,"'23.82080163,90.38291364'"
3193,23.82080163,90.38471564,"'23.82080163,90.38471564'"
3194,23.82080163,90.38651764,"'23.82080163,90.38651764'"
3195,23.82080163,90.38831964,"'23.82080163,90.38831964'"
3196,23.82080163,90.39012164,"'23.82080163,90.39012164'"
3197,23.82080163,90.39192364,"'23.82080163,90.39192364'"
3198,23.82080163,90.39372564,"'23.82080163,90.39372564'"
3199,23.82080163,90.39552764,"'23.82080163,90.39552764'"
3200,23.82080163,90.39732964,"'23.82080163,90.39732964'"
